alert_id,timestamp,host,metric,value,severity,message,source
95522c25-5ae2-4fa0-898f-0bb2edf0bd22,1590687230000,db_012,MEM_real_util,79.88,Critical,High Memory Utilization,db_oracle_11g.csv
1c268323-8e41-455b-b9b7-bdb4b06d77bd,1590687240000,db_007,MEM_real_util,80.47,Critical,High Memory Utilization,db_oracle_11g.csv
12d69e77-38aa-42c8-9c54-8c9df6588454,1590687243000,db_009,MEM_real_util,8.82,Critical,High Memory Utilization,db_oracle_11g.csv
303942c5-c276-4ec4-a933-3650ab12620e,1590687246000,db_010,MEM_real_util,55.89,Critical,High Memory Utilization,db_oracle_11g.csv
e1cdd887-23ac-4412-a148-5573f498e855,1590687255000,db_002,MEM_real_util,45.41,Critical,High Memory Utilization,db_oracle_11g.csv
f46c1bcc-5112-47a6-a5c5-4895669cd7ad,1590687255000,db_005,MEM_real_util,82.24,Critical,High Memory Utilization,db_oracle_11g.csv
473eeef0-5134-4c5c-9b95-a8b6873f302d,1590687258000,db_013,MEM_real_util,54.73,Critical,High Memory Utilization,db_oracle_11g.csv
73d5c0a3-4de5-4bae-a21e-aec7d81b353c,1590687270000,db_004,MEM_real_util,5.04,Critical,High Memory Utilization,db_oracle_11g.csv
b3a0a2ee-7950-4c0a-943e-75d8bc133989,1590687274000,db_011,MEM_real_util,57.17,Critical,High Memory Utilization,db_oracle_11g.csv
70503f6f-0e5c-4f5c-b3c0-8b17e216f8fa,1590687274000,db_009,Sess_Connect,508.0,Warning,Too Many Database Sessions,db_oracle_11g.csv
9cf6014b-0d87-49a7-9fa1-cd47e67fd7c3,1590687275000,db_013,Sess_Connect,1279.0,Warning,Too Many Database Sessions,db_oracle_11g.csv
bf5edc1d-4a4a-442d-ab54-163bf47cb954,1590687275000,db_008,Sess_Connect,512.0,Warning,Too Many Database Sessions,db_oracle_11g.csv
29aab286-9a77-4666-9d49-38aa83837cca,1590687275000,db_012,Sess_Connect,554.0,Warning,Too Many Database Sessions,db_oracle_11g.csv
7f3375e6-97f5-4100-9cbb-3c10ab50eecb,1590687285000,db_008,MEM_real_util,83.53,Critical,High Memory Utilization,db_oracle_11g.csv
49a0d7e7-86c1-4700-93c6-bdba0d3bad0a,1590687285000,db_003,MEM_real_util,45.51,Critical,High Memory Utilization,db_oracle_11g.csv
309f152a-bb8d-4ab8-a4ab-69dd051e6328,1590687285000,db_001,MEM_real_util,46.36,Critical,High Memory Utilization,db_oracle_11g.csv
646e7ba9-dd29-4bf8-9f74-bbc99464d2c7,1590687290000,db_012,MEM_real_util,79.88,Critical,High Memory Utilization,db_oracle_11g.csv
58679a0e-361c-4d7a-ad06-5266ddc51fb3,1590687300000,os_022,CPU_util_pct,5.960693,Critical,High CPU Utilization,os_linux.csv
813d9cd8-0394-4a82-b3d3-5c143290527c,1590687300000,db_007,MEM_real_util,80.47,Critical,High Memory Utilization,db_oracle_11g.csv
0aa91576-442f-426b-a44f-84a23104b95f,1590687303000,db_009,MEM_real_util,8.82,Critical,High Memory Utilization,db_oracle_11g.csv
f1ecc2e2-3bdc-46e9-9f25-1bc58c535184,1590687306000,db_010,MEM_real_util,55.9,Critical,High Memory Utilization,db_oracle_11g.csv
5d24b0a6-09cf-44b1-8085-bd0d9686f7fa,1590687315000,db_002,MEM_real_util,45.4,Critical,High Memory Utilization,db_oracle_11g.csv
42092d26-2de7-48aa-8266-e4e3131e71b3,1590687315000,db_005,MEM_real_util,82.25,Critical,High Memory Utilization,db_oracle_11g.csv
d5efc62a-0b3e-44e7-b2f2-cf437dd4fbfc,1590687318000,db_013,MEM_real_util,54.73,Critical,High Memory Utilization,db_oracle_11g.csv
66d2ec62-5474-40eb-8f86-3adbeeedf451,1590687330000,db_004,MEM_real_util,5.05,Critical,High Memory Utilization,db_oracle_11g.csv
b9bec7de-ecc6-40c9-8726-7fec37ef5d14,1590687334000,db_009,Sess_Connect,508.0,Warning,Too Many Database Sessions,db_oracle_11g.csv
f4e5f243-86ea-40ef-abd0-fc2efdd7bac9,1590687334000,db_011,MEM_real_util,57.17,Critical,High Memory Utilization,db_oracle_11g.csv
f59152b6-ae46-415e-9108-956b8915b237,1590687335000,db_013,Sess_Connect,1279.0,Warning,Too Many Database Sessions,db_oracle_11g.csv
64a3e5af-b681-4876-863a-a86960fe242e,1590687335000,db_012,Sess_Connect,554.0,Warning,Too Many Database Sessions,db_oracle_11g.csv
485b01cc-a9bf-40e7-ba1b-0e2584b4e62a,1590687335000,db_008,Sess_Connect,512.0,Warning,Too Many Database Sessions,db_oracle_11g.csv
e503b79d-0491-4af1-b67a-7d7280e87eb3,1590687345000,db_008,MEM_real_util,83.53,Critical,High Memory Utilization,db_oracle_11g.csv
1c835b05-bf0b-4ba4-a28e-419472e748b4,1590687345000,db_003,MEM_real_util,45.5,Critical,High Memory Utilization,db_oracle_11g.csv
b46ce999-af53-4820-939a-899917d33fa0,1590687345000,db_001,MEM_real_util,46.35,Critical,High Memory Utilization,db_oracle_11g.csv
dc43a7d1-6020-4a3c-a685-8cc88743b0f0,1590687350000,db_012,MEM_real_util,79.87,Critical,High Memory Utilization,db_oracle_11g.csv
9df3e0c4-ce0e-4523-93a7-5fe8573059b0,1590687360000,db_007,MEM_real_util,80.48,Critical,High Memory Utilization,db_oracle_11g.csv
f9505cba-f2cb-4cb2-ae96-22329c251065,1590687363000,db_009,MEM_real_util,8.82,Critical,High Memory Utilization,db_oracle_11g.csv
7a7a2e98-f52f-47ec-a4a5-e583f8977dca,1590687366000,db_010,MEM_real_util,55.93,Critical,High Memory Utilization,db_oracle_11g.csv
1e242193-5291-4ee9-aa9b-6df4b6772ac1,1590687375000,db_002,MEM_real_util,45.4,Critical,High Memory Utilization,db_oracle_11g.csv
55951536-65a2-403c-88bd-ecb8d744d8a1,1590687375000,db_005,MEM_real_util,82.24,Critical,High Memory Utilization,db_oracle_11g.csv
c5162112-2a18-4db4-ba74-ab97a0c00f6c,1590687378000,db_013,MEM_real_util,54.73,Critical,High Memory Utilization,db_oracle_11g.csv
c1b119c2-c04b-42a3-b4a0-2f23c1dd3273,1590687381000,os_020,CPU_util_pct,2.867421,Critical,High CPU Utilization,os_linux.csv
2d530943-7ba2-447d-a693-710fc0f3e2ac,1590687390000,db_004,MEM_real_util,5.05,Critical,High Memory Utilization,db_oracle_11g.csv
c97e98f0-e33f-4fb7-9ebb-ba26a97605e6,1590687394000,db_009,Sess_Connect,508.0,Warning,Too Many Database Sessions,db_oracle_11g.csv
75a1942d-4ae0-47f4-83bb-a58794955b01,1590687394000,db_011,MEM_real_util,57.17,Critical,High Memory Utilization,db_oracle_11g.csv
24682cd1-0119-4c0f-bc93-09dbcbf9b8ca,1590687395000,db_013,Sess_Connect,1279.0,Warning,Too Many Database Sessions,db_oracle_11g.csv
1c956986-bde9-45ac-bd86-2d76a4aeecad,1590687395000,db_008,Sess_Connect,512.0,Warning,Too Many Database Sessions,db_oracle_11g.csv
cf981970-b199-4c90-8871-ef83f555d4bb,1590687395000,db_012,Sess_Connect,554.0,Warning,Too Many Database Sessions,db_oracle_11g.csv
6b727650-2da4-4892-99ac-d1d0404a4d27,1590687405000,db_008,MEM_real_util,83.53,Critical,High Memory Utilization,db_oracle_11g.csv
24308a5e-a428-4110-9998-bdeea6facc79,1590687405000,db_003,MEM_real_util,45.51,Critical,High Memory Utilization,db_oracle_11g.csv
fef656ab-59d6-4464-bfa0-8260c765cc44,1590687405000,db_001,MEM_real_util,46.35,Critical,High Memory Utilization,db_oracle_11g.csv
a3114750-eb45-4c3f-b00d-9beb7a61aa42,1590687410000,db_012,MEM_real_util,79.87,Critical,High Memory Utilization,db_oracle_11g.csv
1c1a6f15-8f66-4184-980f-224c1c66aca2,1590687420000,db_007,MEM_real_util,80.47,Critical,High Memory Utilization,db_oracle_11g.csv
9e738dd9-a90d-40bb-b117-b03a2320b3cb,1590687423000,db_009,MEM_real_util,8.82,Critical,High Memory Utilization,db_oracle_11g.csv
c133efd4-bf10-4459-bbee-18fd486c0889,1590687426000,db_010,MEM_real_util,55.89,Critical,High Memory Utilization,db_oracle_11g.csv
5be69b0d-5af8-4948-95a3-858fe58835df,1590687435000,db_002,MEM_real_util,45.41,Critical,High Memory Utilization,db_oracle_11g.csv
28fcc752-f5a1-4ce0-bfed-a6f93f914509,1590687435000,db_005,MEM_real_util,82.25,Critical,High Memory Utilization,db_oracle_11g.csv
ec1ed4c2-05ce-497a-8009-12d2b2094179,1590687438000,db_013,MEM_real_util,54.73,Critical,High Memory Utilization,db_oracle_11g.csv
9f0d09df-51da-455e-a448-db67284486a0,1590687450000,db_004,MEM_real_util,5.04,Critical,High Memory Utilization,db_oracle_11g.csv
025c1da0-0e3f-4eeb-a569-a1059f26624e,1590687454000,db_009,Sess_Connect,508.0,Warning,Too Many Database Sessions,db_oracle_11g.csv
ee54764c-479f-4e42-8097-0aa1e555689e,1590687454000,db_011,MEM_real_util,57.17,Critical,High Memory Utilization,db_oracle_11g.csv
0e786d7b-6846-4b5c-b667-d4066e659d54,1590687455000,db_013,Sess_Connect,1279.0,Warning,Too Many Database Sessions,db_oracle_11g.csv
0a08ffe0-6999-49af-88c6-0c3b67b317e2,1590687455000,db_008,Sess_Connect,512.0,Warning,Too Many Database Sessions,db_oracle_11g.csv
017d0c56-4cd3-4077-b1cd-f85a0513ba5e,1590687455000,db_012,Sess_Connect,554.0,Warning,Too Many Database Sessions,db_oracle_11g.csv
8d8f9b9b-4b02-47ca-a4cd-d68b84f9cb43,1590687465000,db_001,MEM_real_util,46.35,Critical,High Memory Utilization,db_oracle_11g.csv
348f1a3e-b11c-4ebe-b11b-a7c0954baf70,1590687465000,db_008,MEM_real_util,83.53,Critical,High Memory Utilization,db_oracle_11g.csv
3313cea6-acd4-44d1-b3b6-22877b93ac48,1590687465000,db_003,MEM_real_util,45.51,Critical,High Memory Utilization,db_oracle_11g.csv
5cccfbd0-d3ac-4ced-94e4-377caed8bce7,1590687470000,db_012,MEM_real_util,79.87,Critical,High Memory Utilization,db_oracle_11g.csv
778bbd96-3be1-49bd-bb35-34aefd1bdb5e,1590687480000,os_021,CPU_util_pct,4.521803,Critical,High CPU Utilization,os_linux.csv
5a1a023b-9440-4fb0-b906-f947801d31e4,1590687480000,db_007,MEM_real_util,80.47,Critical,High Memory Utilization,db_oracle_11g.csv
364a61ba-9d1e-4355-a1d6-e72775975e8b,1590687483000,db_009,MEM_real_util,8.82,Critical,High Memory Utilization,db_oracle_11g.csv
3e833966-7fa2-407a-9add-fcb166e3609d,1590687486000,db_010,MEM_real_util,55.9,Critical,High Memory Utilization,db_oracle_11g.csv
8b89fd03-df28-4829-99d6-cd7fa560ac21,1590687495000,db_002,MEM_real_util,45.4,Critical,High Memory Utilization,db_oracle_11g.csv
d0530c97-7e03-42ad-976f-47881916f174,1590687495000,db_005,MEM_real_util,82.25,Critical,High Memory Utilization,db_oracle_11g.csv
