timestamp,component,level,message
2020-05-27T18:11:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1334)
2020-05-27T18:11:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=503)
2020-05-27T18:12:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=503)
2020-05-27T18:12:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1334)
2020-05-27T18:12:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=549)
2020-05-27T18:13:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=503)
2020-05-27T18:13:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1334)
2020-05-27T18:13:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=549)
2020-05-27T18:14:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=554)
2020-05-27T18:14:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1334)
2020-05-27T18:14:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=503)
2020-05-27T18:15:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=503)
2020-05-27T18:15:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1334)
2020-05-27T18:15:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=549)
2020-05-27T18:16:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=501)
2020-05-27T18:16:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1346)
2020-05-27T18:16:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T18:17:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1346)
2020-05-27T18:17:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T18:17:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=501)
2020-05-27T18:18:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=501)
2020-05-27T18:18:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1352)
2020-05-27T18:18:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T18:19:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=502)
2020-05-27T18:19:29Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1352)
2020-05-27T18:19:29Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T18:20:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=501)
2020-05-27T18:20:29Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T18:20:29Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1352)
2020-05-27T18:21:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1352)
2020-05-27T18:21:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T18:21:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=503)
2020-05-27T18:22:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1352)
2020-05-27T18:22:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T18:22:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=503)
2020-05-27T18:23:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=503)
2020-05-27T18:23:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T18:23:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1352)
2020-05-27T18:24:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1352)
2020-05-27T18:24:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T18:24:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=503)
2020-05-27T18:25:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1352)
2020-05-27T18:25:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=504)
2020-05-27T18:25:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T18:26:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T18:26:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=503)
2020-05-27T18:26:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1352)
2020-05-27T18:27:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1348)
2020-05-27T18:27:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=503)
2020-05-27T18:27:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T18:28:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1340)
2020-05-27T18:28:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=503)
2020-05-27T18:28:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T18:29:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=504)
2020-05-27T18:29:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T18:29:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1332)
2020-05-27T18:30:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=553)
2020-05-27T18:30:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=503)
2020-05-27T18:30:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1332)
2020-05-27T18:31:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=501)
2020-05-27T18:31:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1332)
2020-05-27T18:31:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=554)
2020-05-27T18:32:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=501)
2020-05-27T18:32:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1333)
2020-05-27T18:32:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=554)
2020-05-27T18:33:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=501)
2020-05-27T18:33:29Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=554)
2020-05-27T18:33:29Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1334)
2020-05-27T18:34:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=503)
2020-05-27T18:34:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1334)
2020-05-27T18:34:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=554)
2020-05-27T18:35:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=552)
2020-05-27T18:35:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1334)
2020-05-27T18:35:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=503)
2020-05-27T18:36:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T18:36:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=503)
2020-05-27T18:36:29Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1332)
2020-05-27T18:37:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T18:37:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1332)
2020-05-27T18:37:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=505)
2020-05-27T18:38:27Z,db_009,WARNING,db_009: Too Many Database Sessions (Sess_Connect=504)
2020-05-27T18:38:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T18:38:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1332)
2020-05-27T18:38:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=505)
2020-05-27T18:38:28Z,db_003,CRITICAL,db_003: Database Response Time High (DbTime=2443)
2020-05-27T18:39:27Z,db_009,WARNING,db_009: Too Many Database Sessions (Sess_Connect=504)
2020-05-27T18:39:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T18:39:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1332)
2020-05-27T18:39:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=505)
2020-05-27T18:40:27Z,db_009,WARNING,db_009: Too Many Database Sessions (Sess_Connect=504)
2020-05-27T18:40:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=505)
2020-05-27T18:40:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1332)
2020-05-27T18:40:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T18:41:27Z,db_009,WARNING,db_009: Too Many Database Sessions (Sess_Connect=504)
2020-05-27T18:41:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T18:41:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=505)
2020-05-27T18:41:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1332)
2020-05-27T18:42:27Z,db_009,WARNING,db_009: Too Many Database Sessions (Sess_Connect=501)
2020-05-27T18:42:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=505)
2020-05-27T18:42:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1332)
2020-05-27T18:42:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=549)
2020-05-27T18:43:27Z,db_009,WARNING,db_009: Too Many Database Sessions (Sess_Connect=504)
2020-05-27T18:43:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=505)
2020-05-27T18:43:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1332)
2020-05-27T18:43:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T18:44:27Z,db_009,WARNING,db_009: Too Many Database Sessions (Sess_Connect=505)
2020-05-27T18:44:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=505)
2020-05-27T18:44:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1333)
2020-05-27T18:44:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T18:45:27Z,db_009,WARNING,db_009: Too Many Database Sessions (Sess_Connect=504)
2020-05-27T18:45:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=505)
2020-05-27T18:45:29Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1333)
2020-05-27T18:45:29Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T18:46:27Z,db_009,WARNING,db_009: Too Many Database Sessions (Sess_Connect=505)
2020-05-27T18:46:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T18:46:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1333)
2020-05-27T18:46:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=505)
2020-05-27T18:47:27Z,db_009,WARNING,db_009: Too Many Database Sessions (Sess_Connect=505)
2020-05-27T18:47:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T18:47:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1333)
2020-05-27T18:47:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=501)
2020-05-27T18:48:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T18:48:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1333)
2020-05-27T18:48:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=501)
2020-05-27T18:49:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T18:49:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=502)
2020-05-27T18:49:29Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1333)
2020-05-27T18:50:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1333)
2020-05-27T18:50:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=501)
2020-05-27T18:50:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T18:51:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1333)
2020-05-27T18:51:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=503)
2020-05-27T18:51:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T18:52:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T18:52:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1333)
2020-05-27T18:52:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=503)
2020-05-27T18:53:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T18:53:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1333)
2020-05-27T18:53:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=503)
2020-05-27T18:54:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=503)
2020-05-27T18:54:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1333)
2020-05-27T18:54:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T18:55:27Z,db_009,WARNING,db_009: Too Many Database Sessions (Sess_Connect=501)
2020-05-27T18:55:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1333)
2020-05-27T18:55:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T18:55:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=503)
2020-05-27T18:56:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1333)
2020-05-27T18:56:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T18:56:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=503)
2020-05-27T18:57:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=503)
2020-05-27T18:57:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1335)
2020-05-27T18:57:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T18:58:28Z,db_009,WARNING,db_009: Too Many Database Sessions (Sess_Connect=503)
2020-05-27T18:58:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=503)
2020-05-27T18:58:29Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1333)
2020-05-27T18:58:29Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T18:59:27Z,db_009,WARNING,db_009: Too Many Database Sessions (Sess_Connect=502)
2020-05-27T18:59:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=504)
2020-05-27T18:59:29Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T18:59:29Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1332)
2020-05-27T19:00:27Z,db_009,WARNING,db_009: Too Many Database Sessions (Sess_Connect=502)
2020-05-27T19:00:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=503)
2020-05-27T19:00:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1334)
2020-05-27T19:00:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=549)
2020-05-27T19:01:27Z,db_009,WARNING,db_009: Too Many Database Sessions (Sess_Connect=503)
2020-05-27T19:01:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1333)
2020-05-27T19:01:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=501)
2020-05-27T19:01:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T19:02:27Z,db_009,WARNING,db_009: Too Many Database Sessions (Sess_Connect=502)
2020-05-27T19:02:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=501)
2020-05-27T19:02:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1333)
2020-05-27T19:02:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T19:03:27Z,db_009,WARNING,db_009: Too Many Database Sessions (Sess_Connect=504)
2020-05-27T19:03:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=501)
2020-05-27T19:03:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T19:03:29Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1333)
2020-05-27T19:04:27Z,db_009,WARNING,db_009: Too Many Database Sessions (Sess_Connect=508)
2020-05-27T19:04:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T19:04:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=503)
2020-05-27T19:04:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1333)
2020-05-27T19:05:27Z,db_009,WARNING,db_009: Too Many Database Sessions (Sess_Connect=508)
2020-05-27T19:05:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=503)
2020-05-27T19:05:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T19:05:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1335)
2020-05-27T19:06:27Z,db_009,WARNING,db_009: Too Many Database Sessions (Sess_Connect=514)
2020-05-27T19:06:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T19:06:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1335)
2020-05-27T19:06:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=503)
2020-05-27T19:07:27Z,db_009,WARNING,db_009: Too Many Database Sessions (Sess_Connect=513)
2020-05-27T19:07:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=503)
2020-05-27T19:07:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T19:07:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1335)
2020-05-27T19:08:27Z,db_009,WARNING,db_009: Too Many Database Sessions (Sess_Connect=513)
2020-05-27T19:08:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=503)
2020-05-27T19:08:29Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1334)
2020-05-27T19:08:29Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T19:09:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=504)
2020-05-27T19:09:28Z,db_009,WARNING,db_009: Too Many Database Sessions (Sess_Connect=513)
2020-05-27T19:09:29Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T19:09:29Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1334)
2020-05-27T19:10:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=503)
2020-05-27T19:10:28Z,db_009,WARNING,db_009: Too Many Database Sessions (Sess_Connect=512)
2020-05-27T19:10:29Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T19:10:29Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1334)
2020-05-27T19:11:27Z,db_009,WARNING,db_009: Too Many Database Sessions (Sess_Connect=511)
2020-05-27T19:11:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1334)
2020-05-27T19:11:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T19:11:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=503)
2020-05-27T19:12:27Z,db_009,WARNING,db_009: Too Many Database Sessions (Sess_Connect=511)
2020-05-27T19:12:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T19:12:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=503)
2020-05-27T19:12:29Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1334)
2020-05-27T19:13:27Z,db_009,WARNING,db_009: Too Many Database Sessions (Sess_Connect=512)
2020-05-27T19:13:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=503)
2020-05-27T19:13:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1335)
2020-05-27T19:13:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T19:14:27Z,db_009,WARNING,db_009: Too Many Database Sessions (Sess_Connect=510)
2020-05-27T19:14:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T19:14:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=503)
2020-05-27T19:14:29Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1334)
2020-05-27T19:15:27Z,db_009,WARNING,db_009: Too Many Database Sessions (Sess_Connect=512)
2020-05-27T19:15:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T19:15:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=503)
2020-05-27T19:15:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1332)
2020-05-27T19:16:27Z,db_009,WARNING,db_009: Too Many Database Sessions (Sess_Connect=511)
2020-05-27T19:16:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=501)
2020-05-27T19:16:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T19:16:29Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1332)
2020-05-27T19:17:27Z,db_009,WARNING,db_009: Too Many Database Sessions (Sess_Connect=514)
2020-05-27T19:17:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=501)
2020-05-27T19:17:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T19:17:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1332)
2020-05-27T19:18:27Z,db_009,WARNING,db_009: Too Many Database Sessions (Sess_Connect=514)
2020-05-27T19:18:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T19:18:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=501)
2020-05-27T19:18:29Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1332)
2020-05-27T19:19:27Z,db_009,WARNING,db_009: Too Many Database Sessions (Sess_Connect=514)
2020-05-27T19:19:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=502)
2020-05-27T19:19:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T19:19:28Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1332)
2020-05-27T19:20:27Z,db_009,WARNING,db_009: Too Many Database Sessions (Sess_Connect=514)
2020-05-27T19:20:28Z,db_012,WARNING,db_012: Too Many Database Sessions (Sess_Connect=547)
2020-05-27T19:20:28Z,db_008,WARNING,db_008: Too Many Database Sessions (Sess_Connect=501)
2020-05-27T19:20:29Z,db_013,WARNING,db_013: Too Many Database Sessions (Sess_Connect=1332)
